72 Trần Phú, Thị trấn Đak Đoa, Huyện Đak Đoa, Tỉnh Gia Lai
Thôn 5, ĐaK Krong - Huyện Đak Đoa - Gia Lai
Làng Nú - Xã Ia Nan - Huyện Đức Cơ - Gia Lai
Thôn 4, xã Ia BLang - Huyện Chư Sê - Gia Lai
117-119-121 Trần Phú - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
360 Phạm Văn Đồng, tổ 6 - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
79 Nay Der - Tổ dân phố 12 - Huyện Krông Pa - Gia Lai
02 A Quyết Tiến, Phường  Iakring - Thành phố  Pleiku - Gia Lai
208B Lê Lợi, tổ 13 - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
09 Tô Vĩnh Diện, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn An Quý, xã Phú An - Huyện ĐakPơ - Gia Lai
Tổ 3 - Thị xã An Khê - Gia Lai
16-16A Phạm Văn Đồng - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
331 A Cách Mạng Tháng 8, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn TNung, H'Bông - Huyện Chư Sê - Gia Lai
284 Cách Mạng Tháng 8, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
679 Phạm Văn Đồng - Phường Đống Đa - Thành phố  Pleiku - Gia Lai
Đội 1, Thôn Chư Đông, Xã Chư Gu - Huyện Krông Pa - Gia Lai
349 Hùng Vương, TT Chư Sê - Huyện Chư Sê - Gia Lai
Thôn Đoàn Kết, Xã Bàu Cạn - Huyện Chư Prông - Gia Lai
Thôn 1, Xã Kong Yang - Huyện Kông Chro - Gia Lai
Tổ 7, Phường  Ia Kring - Thành phố  Pleiku - Gia Lai
250/A/1 Cách Mạng tháng 8 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
346 Trần Hưng Đạo - Huyện Mang Yang - Gia Lai
Thôn Quỳnh 2, xã Iarsai - Huyện Krông Pa - Gia Lai
Tổ dân phố 1 - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Thôn Tung Ke 2, Xã AYun - Xã AYun - Huyện Chư Sê - Gia Lai
Tổ 2, Phường  Chi Lăng - Thành phố  Pleiku - Gia Lai
24 Quang Trung - Thành phố  Pleiku - Gia Lai
Hưng Phú 4, xã Chư Đrăng - Huyện Krông Pa - Gia Lai
Plei Thơh Ga A- Xã Chư Den - Huyện Chư Pưh - Gia Lai
34 Võ Trung Thành, Phường  Iakring - Thành phố  Pleiku - Gia Lai
20 Phạm Văn Đồng - Thành phố  Pleiku - Gia Lai
188  Trần Hưng Đạo - Thị trấn Kon Dơng - Huyện Mang Yang - Gia Lai
Lô số 27, khu kinh tế cửa khẩu Lệ Thanh - Huyện Đức Cơ - Gia Lai
539 đường Quang Trung - Thị trấn Chư Ty - Huyện Đức Cơ - Gia Lai
Xã  H' Bông - Xã H Bông - Huyện Chư Sê - Gia Lai
Km 75, QL 19 - Phường Ngô Mây - Thị xã An Khê - Gia Lai
01 Cao Thắng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
59 Nguyễn Đường - Thành phố  Pleiku - Gia Lai
Thị trấn Phú Thiện - Huyện Phú Thiện - Gia Lai
Thôn Greo Pết, xã Dun - Huyện Chư Sê - Gia Lai
Thôn Phu� My� - Huyện Chư Prông - Gia Lai
Tổ 1 - Phường Chi Lăng - Thành phố  Pleiku - Gia Lai
12/1 Trần Hưng Đạo - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
134 Quyết Tiến, tổ 5 - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
05 Huyền Trân Công Chúa, tổ 14, Phường  Phù Đổng - Thành phố  Pleiku - Gia Lai
36 Nguyễn Thị Minh Khai, Phường  Yên Đỗ - Thành phố  Pleiku - Gia Lai
đường Lê Duẩn, thôn 1 - Thành phố  Pleiku - Gia Lai
Thôn 3 - xã Kim Tân - Huyện IaPa - Gia Lai
57-59 Phạm Văn Đồng - Huyện Chư Sê - Gia Lai
114 Lê Duẩn, Phường Trà Bá - Thành phố  Pleiku - Gia Lai
66A Phan Đình Giót, Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
78 Hai Bà Trưng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
202 Phan đinhg phùng, phường Yên Đổ - Thành phố  Pleiku - Gia Lai
KP 10 - TT Phú Thiện - Thị Trấn Phú Thiện - Huyện Phú Thiện - Gia Lai
Số nhà 61 Trần Phú (nối dài) - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
169 Phan Đình Phùng, Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Số nhà 39 Hai Bà Trưng, tổ 3 - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
Thôn Ialy, xã Ialy - Huyện Chư Păh - Gia Lai
Thôn 6, Xã Nghĩa Hưng, - Huyện Chư Păh - Gia Lai
Thôn Phú An, xã Ia Le - Huyện Chư Pưh - Gia Lai
04 Lý Tự Trọng, Phường  Tây Sơn - Thành phố  Pleiku - Gia Lai
21/2 Nguyễn Đình Chiểu, Phường  Tây Sơn - Thành phố  Pleiku - Gia Lai
59 Hoàng Văn Thụ, Phường  Ia Kring - Thành phố  Pleiku - Gia Lai
62 Quyết Tiến - Thành phố  Pleiku - Gia Lai
15 A Trần Quang Khải, Tp Pleiku - Thành phố  Pleiku - Gia Lai
Thôn 2 - Thành phố  Pleiku - Gia Lai
Thôn Hiệp An - Huyện ĐakPơ - Gia Lai
Thôn 3 - Xã Nam Yang - Huyện Đak Đoa - Gia Lai
Thôn Hòa Phú - Thị trấn Nhơn Hoà - Huyện Chư Pưh - Gia Lai
506 Quang Trung, Phường  Tây Sơn - Thị xã An Khê - Gia Lai
04 Trần Hưng Đạo - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
86 Phạm Văn Đồng - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
01a đường Yên Đỗ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn 2- Xã Hoà phú - Huyện Chư Păh - Gia Lai
Tổ dân phố 3 - Huyện Chư Sê - Gia Lai
Cây số 9 - Xã Ia Pal - Huyện Chư Sê - Gia Lai
Tổ dân phố 3 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
54 Chu Văn An - Thị xã An Khê - Gia Lai
Số nhà 289 Hùng Vương - Huyện Krông Pa - Gia Lai
Thôn Khối Zố - Huyện Chư Sê - Gia Lai
Thôn Thanh Bình - Huyện Chư Prông - Gia Lai
514 Lý Thái Tổ - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
55 Phan Đình Giót - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
17 B Nguyễn Trường Tộ, Phường  Diên Hồng - Thành phố  Pleiku - Gia Lai
551 Nguyễn Viết Xuân - Thành phố  Pleiku - Gia Lai
Điểm 9 - Xã Uar - Huyện Krông Pa - Gia Lai
Thôn 2, xã Dun - Huyện Chư Sê - Gia Lai
Thôn Đồng Tâm - Xã Ia Ga - Huyện Chư Prông - Gia Lai
282 Trường Sơn - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
31 Chu Văn An - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
Khối phố 10, Thị trấn Phú Thiện - Huyện Phú Thiện - Gia Lai
122 Lạc Long Quân - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
2/17 đường Nguyễn Đức Cảnh, tổ 4 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
249 Nguyễn Tất Thành - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
100B Lê Duẩn - Thành phố  Pleiku - Gia Lai
Dốc Đỏ, Quốc Lộ 25 - Xã Phú Cần - Huyện Krông Pa - Gia Lai
Quốc lộ 25 Dốc Đỏ - Xã Phú Cần - Huyện Krông Pa - Gia Lai
Lô 35, khu 10, đường tuyến III - Huyện Đức Cơ - Gia Lai
Thôn Ia RuK, Xã Ia Kênh - Thành phố  Pleiku - Gia Lai
90 Lê Thị Hồng Gấm - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
915 A Phạm Văn Đồng - Thành phố  Pleiku - Gia Lai
Tổ 2, Phường  Chi Lăng - Thành phố  Pleiku - Gia Lai
57 Nơ Trang Long, Phường  Trà Bá - Thành phố  Pleiku - Gia Lai
99 Hùng Vương, thị trấn Ia Kha - Huyện Ia Grai - Gia Lai
QL19 Thôn Đoàn Kết, xã Bàu Cạn - Huyện Chư Prông - Gia Lai
Tổ 2, Phường  Ia Kring - Thành phố  Pleiku - Gia Lai
305 Nguyễn Viết Xuân, Phường  Hội Phú - Thành phố  Pleiku - Gia Lai
233 A Quang Trung - Thị xã An Khê - Gia Lai
72 B Hai Bà Trưng, Phường  Yên Đỗ - Thành phố  Pleiku - Gia Lai
Xã Ia Pếch - Huyện Ia Grai - Gia Lai
11 Nguyễn Huệ - Thị trấn Kông Chro - Huyện Kông Chro - Gia Lai
Làng Kép, Phường  Đống Đa - Thành phố  Pleiku - Gia Lai
179 Hùng Vương - Huyện Ia Grai - Gia Lai
102 Trường Chinh - Thành phố  Pleiku - Gia Lai
61 Huỳnh Thúc Kháng, Phường  Yên Đỗ - Thành phố  Pleiku - Gia Lai
5/93 Hẻm Phan Đình Phùng - Thành phố  Pleiku - Gia Lai
63 Phan Đình Phùng - Thành phố  Pleiku - Gia Lai
33 Wừu, Phường  Iakring - Thành phố  Pleiku - Gia Lai
76 Wừu - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
464 Hùng Vương, Phường  Hội Phú - Thành phố  Pleiku - Gia Lai
Tổ 2, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
338 Cách Mạng Tháng Tám - Thành phố  Pleiku - Gia Lai
Khối phố 1, Thị trấn Ia Kha - Huyện Ia Grai - Gia Lai
Thôn cát Mỹ, Xã Ia Vê - Huyện Chư Prông - Gia Lai
Thôn Phú Mỹ, Xã Ia Băng - Huyện Chư Prông - Gia Lai
Thôn 3, Xã Kông Yang - Huyện Kông Chro - Gia Lai
Hẻm 185/20 Nguyễn Viết Xuân, Tổ 10 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
224 B Phan Đình Phùng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
406 Quang Trung - Thị xã An Khê - Gia Lai
146 Tăng Bạt Hổ - Thành phố  Pleiku - Gia Lai
778 Phạm Văn Đồng, Phường  Yên Thế - Thành phố  Pleiku - Gia Lai
56 B Phan Đình Phùng, Phường  Tây Sơn - Thành phố  Pleiku - Gia Lai
110 Lê Lợi, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
Số 238 đường Lê Duẩn - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Xã  Ia A Ke - Huyện Phú Thiện - Gia Lai
Tổ dân phố 2 - Huyện Đak Đoa - Gia Lai
Thôn Hồ Nước, TT Chư Sê - Huyện Chư Sê - Gia Lai
40 Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
494 Phạm Văn Đồng, tổ 8, Phường  Thống Nhất - Thành phố  Pleiku - Gia Lai
36 Trần Phú, Phường  Diên Hồng - Thành phố  Pleiku - Gia Lai
88 Hai bà Trưng - Thành phố  Pleiku - Gia Lai
15 A Trần Quang Khải - Thành phố  Pleiku - Gia Lai
Đội 8, Nông trường 705 - Huyện Ia Grai - Gia Lai
528 Lê Duẫn , tổ 3, Phường  Thắng Lợi - Thành phố  Pleiku - Gia Lai
68 Nguyễn An Ninh - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
Số nhà 103a Đinh Tiên Hoàng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
33 Trần Phú ( nối dài) - Thành phố  Pleiku - Gia Lai
Thôn An Định, xã Cư An - Huyện ĐakPơ - Gia Lai
Thôn Ia Sa, Xã Hbông - Huyện Chư Sê - Gia Lai
278 Hùng Vương - Huyện Chư Prông - Gia Lai
Số nhà 515 � 517 Lê Duẩn, tổ 2 - Phường Thắng Lợi - Thành phố  Pleiku - Gia Lai
534 Nguyễn Huệ - Huyện Đak Đoa - Gia Lai
109 Bùi Thị Xuân, Phường  An Phú - Thị xã An Khê - Gia Lai
17 Trần Hưng Đạo - Thành phố  Pleiku - Gia Lai
30 Trần Quang Khải, tổ 1 - Thành phố  Pleiku - Gia Lai
Số 215 Hùng Vương - Huyện Chư Sê - Gia Lai
Lô 15, Phù đổng, Khu TĐC CTy CP Cơ Giới - Thành phố  Pleiku - Gia Lai
Tổ 7, Phường  IaKring - Thành phố  Pleiku - Gia Lai
84 Hùng Vương - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
64 Bùi Dự, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
162/84/6 Trường Chinh, tổ 8 - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
51 Cách mạng Tháng Tám - Thành phố  Pleiku - Gia Lai
Lô 91 Hẻm 17 Phù Đổng - Thành phố  Pleiku - Gia Lai
Thôn 1, xã Chư HDrông - Thành phố  Pleiku - Gia Lai
Thôn 4, Phường  Chi Lăng - Thành phố  Pleiku - Gia Lai
26 Tôn Thất Tùng, Phường  Trà Bá - Thành phố  Pleiku - Gia Lai
337 Hùng Vương - TT IaKha - Huyện Ia Grai - Gia Lai
Tổ 6, Phan Bội Châu, TT Đăk Đoa - Huyện Đak Đoa - Gia Lai
Làng Ngol, xã IaDơk - Xã Ia Dơk - Huyện Đức Cơ - Gia Lai
377A-377B-379 đường Quang Trung - Phường An Phú - Thị xã An Khê - Gia Lai
Tổ 1, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
Lô 23 đường Trần Nhật Duật - Xã Diên Phú - Thành phố  Pleiku - Gia Lai
39 Duy Tân, Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
44 Nguyễn Tất Thành - Thành phố  Pleiku - Gia Lai
02 G Nguyễn Du, Tây Sơn - Thành phố  Pleiku - Gia Lai
tổ dân phố  4 - Thị Trấn Phú Thiện - Huyện Phú Thiện - Gia Lai
Xã HNOL - Huyện Đak Đoa - Gia Lai
Thôn Broch II - Xã A Dơk - Huyện Đak Đoa - Gia Lai
Ngã tư Nguyễn Trãi - Trần Phú - Huyện Chư Prông - Gia Lai
523 Lê Đại Hành - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
35 Tô Vĩnh Diện, Tổ 3, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
09 B Phan Đình Phùng - Thành phố  Pleiku - Gia Lai
79 Tôn Đức Thắng - Thành phố  Pleiku - Gia Lai
Đường Lý Thường Kiệt, làng Mơ Nú - Xã Chư á - Thành phố  Pleiku - Gia Lai
Thôn Ia Nhu - Xã Ia Nan - Huyện Đức Cơ - Gia Lai
Thôn Tân Lạc - Xã Bình Giáo - Huyện Chư Prông - Gia Lai
Thôn Cửu Đạo 1 - Xã Tú An - Thị xã An Khê - Gia Lai
32 Mạc Đĩnh Chi - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn Bôn Broăi - Xã Ia Broái - Huyện IaPa - Gia Lai
Tập đoàn 4/5 - Xã Chư Gu - Huyện Krông Pa - Gia Lai
Tổ dân phố 20 - Thị trấn KBang - Huyện Kbang - Gia Lai
KapaKlơng-ChưTy - Thị trấn Chư Ty - Huyện Đức Cơ - Gia Lai
30 Phan Đình Phùng - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
64 Trần Nhật Duật, Phường  IaKring - Thành phố  Pleiku - Gia Lai
Số nhà 43 Lý Nam Đế - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
02 Đặng Trần Côn - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
407 Quang Trung-ChưTy - Huyện Đức Cơ - Gia Lai
77 A Hoàng Văn Thụ - Thị xã Ayun Pa - Gia Lai
348 Phạm Văn Đồng, Phường  Thống Nhất - Thành phố  Pleiku - Gia Lai
385 Quang Trung, TT KBang - Huyện Kbang - Gia Lai
372 Hùng Vương - TT Chư Sê - Huyện Chư Sê - Gia Lai
Tổ dân phố 20 - TT KBang - Huyện Kbang - Gia Lai
184 Cách Mạng Tháng 8, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
72 Phạm Hùng, Thôn Tân Sơn - Thành phố  Pleiku - Gia Lai
717 Hùng Vương Tổ Dân Phố 9 TT Chư Sê - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
39 Hùng Vương - Thành phố  Pleiku - Gia Lai
Thôn 1 - Ia Krái - Huyện Ia Grai - Gia Lai
Thôn 1, Xã Ia Blang - Huyện Chư Sê - Gia Lai
375 Lý Thái Tổ - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
366 A Hùng Vương - Thành phố  Pleiku - Gia Lai
70 Phan Đình Phùng - Thành phố  Pleiku - Gia Lai
Nguyễn Chí Thanh, tổ 1, Phường  Trà Bá - Thành phố  Pleiku - Gia Lai
Số nhà 25 Trần Phú - Phường Tây Sơn - Thị xã An Khê - Gia Lai
Thôn Cầu Vàng, xã KDang - Huyện Đak Đoa - Gia Lai
39 Hùng Vương, Phường  Diên Hồng - Thành phố  Pleiku - Gia Lai
206/33 Lê Thánh Tôn - Thành phố  Pleiku - Gia Lai
780B Quang Trung Tổ3 Phường An Bình - Phường An Bình - Thị xã An Khê - Gia Lai
Khối phố 6, TT Ia Kha - Huyện Ia Grai - Gia Lai
386 Phạm Văn Đồng - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
Tổ 6, Phường  Thống Nhất - Thành phố  Pleiku - Gia Lai
Tổ 13, Phường  IaKring - Thành phố  Pleiku - Gia Lai
24 B Quyết tiến, Phường  Ia Kring - Thành phố  Pleiku - Gia Lai
Số nhà 516 đường Hùng Vương, tổ 4 - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
72 Mạc Đỉnh Chi, tổ 8 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
Thôn 4, xã Gào - Thành phố  Pleiku - Gia Lai
124 B Cao Bá Quát - Thành phố  Pleiku - Gia Lai
343 Lê Duẩn, Tp. Pleiku - Thành phố  Pleiku - Gia Lai
Thị trấn Phú Thiện - Huyện Phú Thiện - Gia Lai
Xã Iapiar - Huyện Phú Thiện - Gia Lai
Thôn Thanh Bình, xã Ia Peng - Huyện Phú Thiện - Gia Lai
Khu phố 10, TT Phú Thiện - Huyện Phú Thiện - Gia Lai
Xã Ayun Hạ - Huyện Phú Thiện - Gia Lai
Tổ dân phố 6, TT Chư Sê - Huyện Chư Sê - Gia Lai
Thôn Mỹ Thạch 3, TT Chư Sê - Huyện Chư Sê - Gia Lai
Thôn Hợp Thắng - Xã Ia Drăng - Huyện Chư Prông - Gia Lai
Th�n 2, X�  IaBl� - Xã Ia Blứ - Huyện Chư Pưh - Gia Lai
Thôn AN Thượng 3, Xã Song An - Thị xã An Khê - Gia Lai
352 Phạm Văn Đồng - Phường Thống Nhất - Thành phố  Pleiku - Gia Lai
97 D Phạm Văn Đồng - Thành phố  Pleiku - Gia Lai
35 Triệu Quang Phục - Thành phố  Pleiku - Gia Lai
563 Phạm Văn Đồng, tổ 8 - Thành phố  Pleiku - Gia Lai
Tổ dân phố 6, TT Đăk Đoa - Huyện Đak Đoa - Gia Lai
08 đường Ngô Mây, Phường  Tân An - Thị xã An Khê - Gia Lai
15/3 Nguyễn Đình Chiểu - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
241 Lê Đại Hành, Phường  Thống Nhất - Thành phố  Pleiku - Gia Lai
Thị Trấn Phú Thiện - Huyện Phú Thiện - Gia Lai
Thị trấn Phú Thiện - Huyện Phú Thiện - Gia Lai
Khu phố 10 - TT Phú Thiện - Huyện Phú Thiện - Gia Lai
Khu phố 10, TT Phú Thiện - Huyện Phú Thiện - Gia Lai
Khu phố 3, TT Phú Thiện - Huyện Phú Thiện - Gia Lai
QL 25 , xã Chrôhpơnan - Huyện Phú Thiện - Gia Lai
Tổ dân phố 3, thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Tổ 6 - Thị xã An Khê - Gia Lai
3/16 Tô Vĩnh Diện, Phường  Hoa Lư - Thành phố  Pleiku - Gia Lai
76 đường Bùi Dự - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
368 B Phan Đình Phùng, Tổ 9, Phường  Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn 6 - Xã Ia Băng - Huyện Đak Đoa - Gia Lai
Tổ dân phố 8 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
117 Thống nhất, TT Phú Túc - Thị trấn Phú Túc - Huyện Krông Pa - Gia Lai
Số 07B Hai Bà Trưng, Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
135 đường Thống Nhất, Phường  IaKring - Thành phố  Pleiku - Gia Lai
40 Hùng Vương - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
54 Huỳnh Thúc Kháng - Thành phố  Pleiku - Gia Lai
Thôn 1 - Thị Trấn Đak Pơ - Huyện ĐakPơ - Gia Lai
Cụm tiểu thủ công nghiệp, đường Trần Hưng Đạo - Phường Cheo Reo - Thị xã Ayun Pa - Gia Lai
Số nhà 36 Hùng Vương, tổ 1 - Phường Ia Kring - Thành phố  Pleiku - Gia Lai
QL 14, Xã Chư HDrông - Thành phố  Pleiku - Gia Lai
Thôn Nha Hyiơn, Xã Chư á - Thành phố  Pleiku - Gia Lai
Khối phố 1, Thị trấn Phú Hoà - Huyện Chư Păh - Gia Lai
159 Đinh Tiên Hoàng - Thành phố  Pleiku - Gia Lai
50 Trần Phú - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
43 Lý Nam Đế - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Quốc lộ 25 Km 151 - Đoàn Kết - Ayun Hạ - Huyện Phú Thiện - Gia Lai
Thôn 1, Thị Trấn Phú Hoà - Huyện Chư Păh - Gia Lai
Thôn Ring 2 - Xã H Bông - Huyện Chư Sê - Gia Lai
04 Trần Phú, Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
261 Phạm Văn Đồng, Phường  Thống Nhất - Thành phố  Pleiku - Gia Lai
248 Lê Duẫn Trà Bá - Thành phố  Pleiku - Gia Lai
49 B Nguyễn Thiện Thuật - Thành phố  Pleiku - Gia Lai
Thôn 2 - Huyện ĐakPơ - Gia Lai
Số nhà 139 Nguyễn Huệ - Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
Thôn 2, Xã Hoà Phú - Huyện Chư Păh - Gia Lai
Lô số 44 Kpă Klơng - Phường Đoàn Kết - Thị xã Ayun Pa - Gia Lai
75 Hai Bà Trưng, Phường  Tây Sơn - Thị xã An Khê - Gia Lai
534 Lê Đại Hành - Phường Yên Thế - Thành phố  Pleiku - Gia Lai
366C Phan Đình Phùng - Phường Yên Đỗ - Thành phố  Pleiku - Gia Lai
Thôn 9 - Huyện Chư Păh - Gia Lai
169 Cách Mạng Tháng Tám - Thành phố  Pleiku - Gia Lai
Thôn 2 - Xã Tân Bình - Huyện Đak Đoa - Gia Lai
Thôn Tứ Ký, xã AL.Bá - Huyện Chư Sê - Gia Lai
Số 8 lê Hồng Phong, Phường  Đoàn Kết - Thị xã Ayun Pa - Gia Lai
Tổ dân phố 8 - Thị trấn Chư Sê - Huyện Chư Sê - Gia Lai
54/14 Sư Vạn Hạnh, tổ 4 - Phường Hội Thương - Thành phố  Pleiku - Gia Lai
136 Lê Thánh Tôn - Thành phố  Pleiku - Gia Lai
Trần Đại Nghĩa - Phường  Yên Thế - Thành phố  Pleiku - Gia Lai
01/04/93 Hẻm Phan Đình Phùng, Phường  Tây Sơn - Thành phố  Pleiku - Gia Lai
133 Nguyễn Viết Xuân - Phường Hội Phú - Thành phố  Pleiku - Gia Lai
Đường cách mạng, Phường  Hoa lư - Thành phố  Pleiku - Gia Lai
106 Tôn Thất Tùng - Thành phố  Pleiku - Gia Lai
172 Lê Duẩn - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Thôn Bình Tây - Xã Chư Răng - Huyện IaPa - Gia Lai
Tổ 3, đường Nguyễn Huệ - Thị trấn Kông Chro - Huyện Kông Chro - Gia Lai
269 Phạm Văn Đồng - Thành phố  Pleiku - Gia Lai
100A đường Lê Duẩn, - Thành phố  Pleiku - Gia Lai
114 Lê Duẩn - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Thôn Hồ Nước, Thị trấn Chư Sê - Tỉnh Gia Lai - Gia Lai
Tổ 5, Thị trấn Đăk Đoa - Huyện Đak Đoa - Gia Lai
209 Quang Trung - Thị trấn Chư Ty - Huyện Đức Cơ - Gia Lai
Thôn 5 - Xã Ia Le - Huyện Chư Pưh - Gia Lai
QL 14, làng Nhao, xã Ia Kênh - Thành phố  Pleiku - Gia Lai
449 Hùng Vương, tổ 2, Phường  Hội Phú - Thành phố  Pleiku - Gia Lai
266 Trần Phú - Phường Diên Hồng - Thành phố  Pleiku - Gia Lai
345 Hùng Vương, khu phố 2, IaKha - Huyện Ia Grai - Gia Lai
709 Phạm văn Đồng - Thành phố  Pleiku - Gia Lai
33 Lý Tự Trọng - Thành phố  Pleiku - Gia Lai
Th�n Tao K�, x� Ia Hr� - Xã Ia Hrú - Huyện Chư Pưh - Gia Lai
Phòng A14 Khu Chung Cư Lê Lợi, tổ 6 - Phường Hoa Lư - Thành phố  Pleiku - Gia Lai
426A Trường Chinh - Phường Trà Bá - Thành phố  Pleiku - Gia Lai
Tổ dân phố 4 - TT Chư sê - Huyện Chư Sê - Gia Lai
36 Hàm Nghi - Xã Chư á - Thành phố  Pleiku - Gia Lai
172 Trường Chinh, Phường  Trà Bá - Thành phố  Pleiku - Gia Lai
Đoàn Kết - Xã Ia Hiao - Huyện Phú Thiện - Gia Lai
69 Hùng Vương - Phường Tây Sơn - Thành phố  Pleiku - Gia Lai
114 Trường Chinh - Phường Phù Đổng - Thành phố  Pleiku - Gia Lai
